"TOA5","BOWDOIN-1","CR1000","16188","CR1000.Std.15","CPU:SENSORKETTE-1-2014.CR1","11029","All"
"TIMESTAMP","RECORD","BatV","PTemp","res(1)","res(2)","res(3)","res(4)","res(5)"
"TS","RN","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-05-13 15:40:00",26503,13.59,14.68,"",""," 51,  236565, -111432, 9999, 9999, 9999, 20.321027,  -0.41333,  -270  "," 64, -173782,  206784, 9999, 9999, 9999, 13.289178, -2.241211, -2646  ","  2, -226702,   66674, -223, 3731,  435,  2.111286, -3.537598, -4081  "
"2015-05-13 15:50:00",26504,13.59,14.28,"",""," 51,  236572, -111444, 9999, 9999, 9999, 20.323348, -0.432373,  -279  "," 64, -173754,  206764, 9999, 9999, 9999, 13.283735, -2.241211, -2654  ","  2, -226701,   66641, -226, 3730,  426,  2.109537, -3.498291, -4081  "
"2015-05-13 16:00:00",26505,13.59,14.13,"",""," 51,  236580, -111419, 9999, 9999, 9999,  20.32517,  -0.41333,  -270  "," 64, -173762,  206795, 9999, 9999, 9999, 13.393821, -2.241211, -2654  ","  2, -226751,   66607, -224, 3726,  428,  2.113024, -3.517822, -4077  "
"2015-05-13 16:10:00",26506,13.59,13.99,"",""," 51,  236550, -111473, 9999, 9999, 9999, 20.326677,  -0.41333,  -270  "," 64, -173846,  206811, 9999, 9999, 9999, 13.429035, -2.241211, -2650  ","  2, -226698,   66658, -218, 3730,  430,  2.106672, -3.498291, -4073  "
"2015-05-13 16:20:00",26507,13.59,13.99,"",""," 51,  236596, -111434, 9999, 9999, 9999, 20.326845, -0.394043,  -283  "," 64, -173846,  206798, 9999, 9999, 9999, 13.433927,  -2.26123, -2659  ","  2, -226751,   66665, -223, 3729,  436,  2.109934, -3.537598, -4068  "
"2015-05-13 16:30:00",26508,13.59,14.13,"",""," 51,  236608, -111477, 9999, 9999, 9999, 20.335039, -0.394043,  -275  "," 64, -173802,  206780, 9999, 9999, 9999, 13.432348,  -2.26123, -2646  ","  2, -226760,   66659, -225, 3728,  432,  2.107307, -3.517822, -4073  "
"2015-05-13 16:40:00",26509,13.59,14.13,"",""," 51,  236570, -111434, 9999, 9999, 9999, 20.330524,    -0.375,  -270  "," 64, -173841,  206785, 9999, 9999, 9999, 13.429809, -2.241211, -2654  ","  2, -226711,   66698, -225, 3728,  429,  2.107378,  -3.47876, -4081  "
"2015-05-13 16:50:00",26510,13.59,14.13,"",""," 51,  236626, -111443, 9999, 9999, 9999, 20.333459,  -0.41333,  -275  "," 64, -173958,  206811, 9999, 9999, 9999, 13.423139, -2.241211, -2641  ","  2, -226753,   66653, -221, 3715,  422,  2.106815, -3.517822, -4086  "
"2015-05-13 17:00:00",26511,13.6,14.04,"",""," 51,  236624, -111466, 9999, 9999, 9999, 20.330907,  -0.41333,  -275  "," 64, -173857,  206875, 9999, 9999, 9999, 13.419578,  -2.26123, -2650  ","  2, -226710,   66651, -223, 3726,  419,  2.106779, -3.517822, -4077  "
"2015-05-13 17:10:00",26512,13.6,13.8,"",""," 51,  236641, -111436, 9999, 9999, 9999, 20.333581,  -0.41333,  -283  "," 64, -173819,  206801, 9999, 9999, 9999, 13.412441,  -2.26123, -2650  ","  2, -226756,   66677, -228, 3723,  427,  2.107178, -3.537598, -4077  "
"2015-05-13 17:20:00",26513,13.59,13.56,"",""," 51,  236610, -111450, 9999, 9999, 9999, 20.335731, -0.432373,  -270  "," 64, -173868,  206808, 9999, 9999, 9999,  13.39553,  -2.22168, -2646  ","  2, -226735,   66695, -226, 3716,  423,  2.106287, -3.498291, -4077  "
"2015-05-13 17:30:00",26514,13.59,13.47,"",""," 51,  236614, -111449, 9999, 9999, 9999, 20.335626,  -0.41333,  -275  "," 64, -173915,  206943, 9999, 9999, 9999, 13.391637, -2.241211, -2659  ","  2, -226746,   66693, -225, 3718,  422,  2.107178, -3.537598, -4077  "
"2015-05-13 17:40:00",26515,13.59,13.64,"",""," 51,  236671, -111421, 9999, 9999, 9999, 20.339422,  -0.41333,  -275  "," 64, -173886,  206898, 9999, 9999, 9999, 13.385738,  -2.26123, -2646  ","  2, -226732,   66676, -227, 3723,  423,  2.110903, -3.517822, -4073  "
"2015-05-13 17:50:00",26516,13.59,13.99,"",""," 51,  236649, -111456, 9999, 9999, 9999, 20.341615,  -0.41333,  -279  "," 64, -173876,  206830, 9999, 9999, 9999, 13.368703, -2.241211, -2650  ","  2, -226785,   66666, -228, 3718,  424,  2.112267, -3.498291, -4081  "
"2015-05-13 18:00:00",26517,13.59,14.13,"",""," 51,  236610, -111421, 9999, 9999, 9999, 20.338228,  -0.41333,  -275  "," 64, -173933,  206879, 9999, 9999, 9999, 13.368801,  -2.26123, -2654  ","  2, -226736,   66653, -230, 3717,  426,  2.112179, -3.498291, -4081  "
"2015-05-13 18:10:00",26518,13.59,14.23,"","",""," 64, -173935,  206941, 9999, 9999, 9999, 13.360376,  -2.26123, -2646  ","  2, -226780,   66682, -230, 3718,  423,  2.110714, -3.498291, -4077  "
"2015-05-13 18:20:00",26519,13.59,14.28,"",""," 51,  236669, -111476, 9999, 9999, 9999, 20.339567,  -0.41333,  -270  "," 64, -173967,  206879, 9999, 9999, 9999, 13.354682, -2.241211, -2641  ","  2, -226774,   66710, -231, 3718,  422,  2.110527, -3.498291, -4090  "
"2015-05-13 18:30:00",26520,13.59,14.23,"",""," 51,  236668, -111460, 9999, 9999, 9999,  20.33513, -0.394043,  -270  "," 64, -173938,  206926, 9999, 9999, 9999, 13.343948,  -2.22168, -2654  ","  2, -226792,   66728, -230, 3719,  418,  2.109186, -3.537598, -4073  "
"2015-05-13 18:40:00",26521,13.59,14.04,"","",""," 64, -173980,  206924, 9999, 9999, 9999, 13.330808, -2.241211, -2650  ","  2, -226766,   66697, -228, 3717,  424,  2.109264, -3.537598, -4081  "
"2015-05-13 18:50:00",26522,13.59,13.78,"",""," 51,  236678, -111484, 9999, 9999, 9999, 20.339464, -0.405518,  -270  "," 64, -173945,  206935, 9999, 9999, 9999, 13.326011, -2.241211, -2646  ","  2, -226757,   66729, -231, 3719,  426,  2.111393, -3.517822, -4086  "
"2015-05-13 19:00:00",26523,13.58,13.38,"",""," 51,  236649, -111483, 9999, 9999, 9999, 20.339193,  -0.38623,  -275  "," 64, -173999,  206930, 9999, 9999, 9999, 13.310926,  -2.22168, -2654  ","  2, -226796,   66695, -229, 3714,  426,  2.111069, -3.537598, -4073  "
"2015-05-13 19:10:00",26524,13.59,12.86,"",""," 51,  236676, -111468, 9999, 9999, 9999, 20.335826, -0.432373,  -266  "," 64, -173958,  206910, 9999, 9999, 9999, 13.304273,  -2.22168, -2650  ","  2, -226774,   66695, -231, 3715,  427,  2.107111, -3.537598, -4073  "
"2015-05-13 19:20:00",26525,13.58,12.42,"",""," 51,  236693, -111479, 9999, 9999, 9999, 20.337944, -0.432373,  -279  "," 64, -173973,  206958, 9999, 9999, 9999, 13.291126,  -2.22168, -2646  ","  2, -226775,   66688, -230, 3711,  428,  2.111351, -3.537598, -4081  "
"2015-05-13 19:30:00",26526,13.58,12.12,"",""," 51,  236666, -111487, 9999, 9999, 9999, 20.337507,  -0.41333,  -262  "," 64, -174021,  206929, 9999, 9999, 9999, 13.284122,  -2.20166, -2659  ","  2, -226795,   66676, -233, 3718,  426,  2.108408, -3.498291, -4086  "
"2015-05-13 19:40:00",26527,13.58,11.66,"",""," 51,  236710, -111476, 9999, 9999, 9999, 20.341489,  -0.41333,  -262  "," 64, -174009,  207009, 9999, 9999, 9999, 13.276979,  -2.22168, -2637  ","  2, -226776,   66723, -230, 3713,  427,  2.111155, -3.537598, -4090  "
"2015-05-13 19:50:00",26528,13.58,11.2,"",""," 51,  236672, -111482, 9999, 9999, 9999, 20.336692, -0.432373,  -270  "," 64, -173932,  206936, 9999, 9999, 9999, 13.266008,  -2.22168, -2641  ","  2, -226800,   66736, -230, 3714,  428,  2.109346, -3.517822, -4068  "
"2015-05-13 20:00:00",26529,13.57,10.67,"",""," 51,  236702, -111490, 9999, 9999, 9999,  20.33492,  -0.41333,  -270  "," 64, -174027,  206933, 9999, 9999, 9999, 13.254034, -2.241211, -2641  ","  2, -226781,   66675, -231, 3715,  429,  2.109436, -3.537598, -4073  "
"2015-05-13 20:10:00",26530,13.57,10.2,"",""," 51,  236708, -111491, 9999, 9999, 9999, 20.333801, -0.432373,  -270  "," 64, -174071,  207014, 9999, 9999, 9999, 13.249456,  -2.22168, -2650  ","  2, -226781,   66686, -229, 3714,  432,  2.109295, -3.537598, -4077  "
"2015-05-13 20:20:00",26531,13.57,10.06,"",""," 51,  236664, -111466, 9999, 9999, 9999, 20.331714, -0.432373,  -279  "," 64, -174070,  206962, 9999, 9999, 9999, 13.240947, -2.241211, -2654  ","  2, -226796,   66729, -228, 3713,  433,  2.108395,  -3.47876, -4081  "
"2015-05-13 20:30:00",26532,13.57,10.18,"",""," 51,  236704, -111504, 9999, 9999, 9999, 20.331748, -0.432373,  -266  "," 64, -174101,  206943, 9999, 9999, 9999, 13.232553,  -2.22168, -2646  ","  2, -226826,   66714, -229, 3719,  434,  2.107567, -3.556885, -4081  "
"2015-05-13 20:40:00",26533,13.58,10.2,"",""," 51,  236724, -111502, 9999, 9999, 9999,  20.32887, -0.394043,  -270  "," 64, -174086,  206941, 9999, 9999, 9999, 13.222475, -2.241211, -2637  ","  2, -226835,   66711, -229, 3719,  436,  2.112614, -3.498291, -4086  "
"2015-05-13 20:50:00",26534,13.57,10.2,"",""," 51,  236717, -111488, 9999, 9999, 9999, 20.329692, -0.432373,  -266  "," 64, -174063,  206966, 9999, 9999, 9999, 13.213254,  -2.22168, -2659  ","  2, -226822,   66721, -226, 3715,  435,  2.111317, -3.537598, -4086  "
"2015-05-13 21:00:00",26535,13.58,10.2,"",""," 51,  236775, -111493, 9999, 9999, 9999, 20.324888, -0.394043,  -266  "," 64, -174083,  206968, 9999, 9999, 9999, 13.209234,  -2.22168, -2650  ","  2, -226820,   66727, -226, 3717,  436,   2.11113, -3.537598, -4073  "
"2015-05-13 21:10:00",26536,13.58,10.18,"",""," 51,  236725, -111502, 9999, 9999, 9999,  20.32555, -0.432373,  -283  "," 64, -174075,  207006, 9999, 9999, 9999, 13.202985,  -2.22168, -2641  ","  2, -226798,   66703, -225, 3715,  435,  2.104677, -3.517822, -4086  "
"2015-05-13 21:20:00",26537,13.58,10.06,"","",""," 64, -174138,  207000, 9999, 9999, 9999,  13.19514, -2.258057, -2654  ","  2, -226823,   66717, -226, 3713,  434,  2.111317, -3.537598, -4073  "
"2015-05-13 21:30:00",26538,13.58,10.11,"","",""," 64, -174126,  207011, 9999, 9999, 9999,  13.18885, -2.258057, -2650  ","  2, -226803,   66703, -228, 3713,  435,  2.110878, -3.517822, -4077  "
"2015-05-13 21:40:00",26539,13.58,10.06,"",""," 51,  236783, -111518, 9999, 9999, 9999, 20.329563, -0.432373,  -266  "," 64, -174150,  207047, 9999, 9999, 9999, 13.190937, -2.258057, -2667  ","  2, -226843,   66738, -225, 3717,  437,  2.110144, -3.517822, -4073  "
"2015-05-13 21:50:00",26540,13.58,9.88,"",""," 51,  236763, -111479, 9999, 9999, 9999, 20.317802,  -0.45166,  -266  "," 64, -174188,  206973, 9999, 9999, 9999, 13.296131,  -2.22168, -2659  ","  2, -226821,   66730, -226, 3715,  440,  2.110397, -3.498291, -4077  "
"2015-05-13 22:00:00",26541,13.58,9.64,"","",""," 64, -174170,  207027, 9999, 9999, 9999, 13.359817, -2.241211, -2654  ","  2, -226838,   66712, -225, 3718,  438,  2.110067, -3.517822, -4073  "
"2015-05-13 22:10:00",26542,13.59,9.32,"",""," 51,  236747, -111513, 9999, 9999, 9999, 20.312154, -0.394043,  -279  "," 64, -174155,  206989, 9999, 9999, 9999, 13.372617, -2.241211, -2663  ","  2, -226809,   66720, -223, 3715,  440,  2.107178, -3.537598, -4081  "
"2015-05-13 22:20:00",26543,13.58,8.86,"",""," 51,  236794, -111526, 9999, 9999, 9999, 20.310468, -0.394043,  -270  "," 64, -174173,  207087, 9999, 9999, 9999, 13.370164, -2.241211, -2650  ","  2, -226831,   66707, -226, 3718,  439,  2.107159, -3.517822, -4073  "
"2015-05-13 22:30:00",26544,13.6,8.28,"","",""," 64, -174148,  207065, 9999, 9999, 9999, 13.363632, -2.241211, -2646  ","  2, -226862,   66751, -223, 3716,  440,  2.108446, -3.556885, -4081  "
"2015-05-13 22:40:00",26545,13.58,7.706,"",""," 51,  236777, -111538, 9999, 9999, 9999, 20.309429,    -0.375,  -275  "," 64, -174210,  207073, 9999, 9999, 9999, 13.353292,  -2.22168, -2650  ","  2, -226852,   66723, -221, 3718,  440,  2.108459, -3.517822, -4077  "
"2015-05-13 22:50:00",26546,13.58,7.114,"",""," 51,  236741, -111506, 9999, 9999, 9999,  20.31059,  -0.41333,  -275  "," 64, -174190,  207088, 9999, 9999, 9999, 13.340993, -2.241211, -2650  ","  2, -226839,   66737, -220, 3714,  443,  2.108471, -3.498291, -4077  "
"2015-05-13 23:00:00",26547,13.57,6.524,"",""," 51,  236772, -111529, 9999, 9999, 9999, 20.310037, -0.394043,  -275  "," 64, -174103,  207101, 9999, 9999, 9999, 13.336191,  -2.22168, -2650  ","  2, -226839,   66754, -218, 3716,  445,   2.11002, -3.498291, -4081  "
"2015-05-13 23:10:00",26548,13.58,6.048,"",""," 51,  236802, -111548, 9999, 9999, 9999, 20.308729,  -0.41333,  -270  "," 64, -174181,  207131, 9999, 9999, 9999, 13.331621, -2.241211, -2654  ","  2, -226882,   66701, -216, 3716,  446,  2.108784, -3.517822, -4077  "
"2015-05-13 23:20:00",26549,13.56,5.637,"",""," 51,  236824, -111538, 9999, 9999, 9999, 20.306608,  -0.41333,  -270  "," 64, -174300,  207060, 9999, 9999, 9999,  13.32134,  -2.22168, -2650  ","  2, -226903,   66700, -219, 3718,  446,  2.112394, -3.498291, -4073  "
"2015-05-13 23:30:00",26550,13.57,5.225,"",""," 51,  236815, -111544, 9999, 9999, 9999, 20.304456,  -0.41333,  -270  "," 64, -174210,  207103, 9999, 9999, 9999, 13.310819,  -2.22168, -2654  ","  2, -226872,   66732, -215, 3717,  443,  2.110903, -3.517822, -4073  "
"2015-05-13 23:40:00",26551,13.58,4.88,"",""," 51,  236817, -111569, 9999, 9999, 9999, 20.300161, -0.394043,  -266  "," 64, -174260,  207102, 9999, 9999, 9999, 13.298557, -2.241211, -2654  ","  2, -226813,   66768, -215, 3721,  442,  2.108782, -3.498291, -4073  "
"2015-05-13 23:50:00",26552,13.56,4.579,"",""," 51,  236759, -111573, 9999, 9999, 9999, 20.300088, -0.394043,  -270  "," 64, -174237,  207088, 9999, 9999, 9999, 13.285697,  -2.22168, -2671  ","  2, -226878,   66743, -214, 3721,  438,  2.105123, -3.537598, -4073  "
"2015-05-14 00:00:00",26553,13.57,4.322,"",""," 51,  236803, -111528, 9999, 9999, 9999, 20.298316, -0.432373,  -279  "," 64, -174253,  207103, 9999, 9999, 9999,  13.27206, -2.182373, -2650  ","  2, -226871,   66755, -216, 3721,  438,  2.108791, -3.517822, -4081  "
"2015-05-14 00:10:00",26554,13.56,4.042,"",""," 51,  236834, -111527, 9999, 9999, 9999, 20.296453,  -0.41333,  -287  "," 64, -174281,  207094, 9999, 9999, 9999, 13.264389, -2.241211, -2659  ","  2, -226886,   66763, -215, 3715,  441,  2.111816, -3.537598, -4073  "
"2015-05-14 00:20:00",26555,13.56,3.741,"",""," 51,  236821, -111549, 9999, 9999, 9999, 20.299207,  -0.41333,  -279  "," 64, -174249,  207091, 9999, 9999, 9999, 13.256183, -2.241211, -2646  ","  2, -226866,   66765, -214, 3723,  439,  2.108433, -3.498291, -4081  "
"2015-05-14 00:30:00",26556,13.57,3.4,"",""," 51,  236806, -111571, 9999, 9999, 9999, 20.296205,  -0.41333,  -270  "," 64, -174329,  207169, 9999, 9999, 9999, 13.246883, -2.241211, -2650  ","  2, -226893,   66768, -214, 3723,  437,  2.110462, -3.576172, -4077  "
"2015-05-14 00:40:00",26557,13.57,3.079,"",""," 51,  236855, -111557, 9999, 9999, 9999, 20.288578, -0.432373,  -279  "," 64, -174226,  207177, 9999, 9999, 9999, 13.238967, -2.241211, -2650  ","  2, -226872,   66743, -214, 3720,  437,  2.110937, -3.517822, -4073  "
"2015-05-14 00:50:00",26558,13.56,2.715,"",""," 51,  236842, -111585, 9999, 9999, 9999, 20.296304,  -0.41333,  -266  "," 64, -174299,  207131, 9999, 9999, 9999, 13.230182,  -2.22168, -2646  ","  2, -226878,   66775, -215, 3722,  436,   2.10993, -3.498291, -4073  "
"2015-05-14 01:00:00",26559,13.58,2.331,"",""," 51,  236831, -111573, 9999, 9999, 9999, 20.294525,    -0.375,  -275  "," 64, -174272,  207110, 9999, 9999, 9999, 13.219882,  -2.22168, -2650  ","  2, -226879,   66753, -211, 3719,  436,   2.10696, -3.517822, -4077  "
"2015-05-14 01:10:00",26560,13.57,1.97,"",""," 51,  236849, -111580, 9999, 9999, 9999, 20.291902, -0.394043,  -275  "," 64, -174344,  207177, 9999, 9999, 9999, 13.213813, -2.241211, -2646  ","  2, -226919,   66783, -214, 3722,  436,  2.110384, -3.517822, -4081  "
"2015-05-14 01:20:00",26561,13.56,1.649,"",""," 51,  236860, -111587, 9999, 9999, 9999, 20.290664, -0.432373,  -266  "," 64, -174344,  207085, 9999, 9999, 9999, 13.200862,  -2.22168, -2659  ","  2, -226893,   66778, -212, 3719,  435,  2.104677, -3.517822, -4077  "
"2015-05-14 01:30:00",26562,13.55,1.33,"",""," 51,  236871, -111574, 9999, 9999, 9999, 20.293992,  -0.41333,  -279  "," 64, -174312,  207169, 9999, 9999, 9999, 13.196826,  -2.23877, -2654  ","  2, -226890,   66793, -213, 3719,  436,  2.108498, -3.517822, -4081  "
"2015-05-14 01:40:00",26563,13.57,0.969,"",""," 51,  236848, -111587, 9999, 9999, 9999,  20.29228,  -0.41333,  -270  "," 64, -174370,  207130, 9999, 9999, 9999, 13.184555, -2.258057, -2654  ","  2, -226867,   66808, -210, 3721,  434,  2.112993, -3.517822, -4077  "
"2015-05-14 01:50:00",26564,13.57,0.585,"",""," 51,  236876, -111538, 9999, 9999, 9999, 20.292219,  -0.41333,  -275  "," 64, -174378,  207160, 9999, 9999, 9999, 13.173603,  -2.23877, -2659  ","  2, -226909,   66780, -213, 3716,  436,  2.104267, -3.498291, -4081  "
"2015-05-14 02:00:00",26565,13.58,0.16,"",""," 51,  236886, -111569, 9999, 9999, 9999, 20.293024,  -0.41333,  -279  "," 64, -174374,  207198, 9999, 9999, 9999, 13.163017,  -2.23877, -2646  ","  2, -226897,   66824, -210, 3722,  436,   2.11087, -3.517822, -4077  "
"2015-05-14 02:10:00",26566,13.57,-0.33,"","",""," 64, -174356,  207198, 9999, 9999, 9999, 13.165496, -2.258057, -2646  ","  2, -226884,   66770, -212, 3722,  439,  2.109339, -3.517822, -4086  "
"2015-05-14 02:20:00",26567,13.55,-0.798,"",""," 51,  236875, -111607, 9999, 9999, 9999, 20.294134,  -0.41333,  -270  "," 64, -174383,  207263, 9999, 9999, 9999, 13.161294, -2.258057, -2650  ","  2, -226907,   66789, -211, 3719,  438,  2.107138, -3.537598, -4081  "
"2015-05-14 02:30:00",26568,13.54,-1.268,"",""," 51,  236875, -111617, 9999, 9999, 9999, 20.294244,  -0.41333,  -266  "," 64, -174350,  207229, 9999, 9999, 9999, 13.153697, -2.258057, -2667  ","  2, -226903,   66784, -211, 3716,  438,  2.109232, -3.537598, -4081  "
"2015-05-14 02:40:00",26569,13.54,-1.735,"",""," 51,  236908, -111596, 9999, 9999, 9999, 20.289812, -0.394043,  -270  "," 64, -174436,  207238, 9999, 9999, 9999, 13.142459, -2.258057, -2659  ","  2, -226893,   66745, -210, 3720,  435,  2.107117, -3.517822, -4081  "
"2015-05-14 02:50:00",26570,13.54,-2.142,"",""," 51,  236876, -111638, 9999, 9999, 9999, 20.296798, -0.432373,  -262  "," 64, -174429,  207159, 9999, 9999, 9999, 13.142442, -2.278076, -2650  ","  2, -226892,   66828, -210, 3719,  437,  2.108278, -3.498291, -4090  "
"2015-05-14 03:00:00",26571,13.54,-2.506,"",""," 51,  236890, -111588, 9999, 9999, 9999, 20.297645, -0.432373,  -266  "," 64, -174443,  207241, 9999, 9999, 9999, 13.134033, -2.258057, -2646  ","  2, -226917,   66830, -208, 3719,  438,  2.110058, -3.537598, -4086  "
"2015-05-14 03:10:00",26572,13.54,-2.784,"",""," 51,  236887, -111596, 9999, 9999, 9999,  20.29771, -0.432373,  -270  "," 64, -174431,  207271, 9999, 9999, 9999,  13.12914,  -2.23877, -2637  ","  2, -226947,   66810, -210, 3720,  436,  2.109209, -3.517822, -4086  "
"2015-05-14 03:20:00",26573,13.56,-3.064,"",""," 51,  236922, -111604, 9999, 9999, 9999, 20.298006, -0.394043,  -262  "," 64, -174403,  207278, 9999, 9999, 9999, 13.122827,  -2.23877, -2646  ","  2, -226925,   66843, -208, 3723,  435,  2.109768, -3.537598, -4094  "
"2015-05-14 03:30:00",26574,13.56,-3.213,"",""," 51,  236915, -111599, 9999, 9999, 9999, 20.296712,  -0.41333,  -275  "," 64, -174449,  207231, 9999, 9999, 9999, 13.121074, -2.258057, -2650  ","  2, -226925,   66783, -209, 3719,  435,  2.104996, -3.517822, -4081  "
"2015-05-14 03:40:00",26575,13.56,-3.321,"",""," 51,  236903, -111580, 9999, 9999, 9999, 20.299509,  -0.41333,  -275  "," 64, -174376,  207315, 9999, 9999, 9999, 13.116811, -2.258057, -2650  ","  2, -226952,   66807, -211, 3718,  436,  2.109131, -3.517822, -4086  "
"2015-05-14 03:50:00",26576,13.56,-3.428,"",""," 51,  236950, -111579, 9999, 9999, 9999, 20.301099,  -0.41333,  -270  "," 64, -174504,  207267, 9999, 9999, 9999, 13.112174,  -2.23877, -2650  ","  2, -226978,   66800, -211, 3719,  437,    2.1092, -3.517822, -4077  "
"2015-05-14 04:00:00",26577,13.55,-3.556,"",""," 51,  236949, -111627, 9999, 9999, 9999, 20.300764,  -0.41333,  -270  "," 64, -174463,  207275, 9999, 9999, 9999, 13.106636,  -2.23877, -2646  ","  2, -226945,   66807, -211, 3721,  435,  2.108473,  -3.47876, -4086  "
"2015-05-14 04:10:00",26578,13.54,-3.708,"",""," 51,  236949, -111586, 9999, 9999, 9999, 20.300348, -0.394043,  -275  "," 64, -174456,  207268, 9999, 9999, 9999, 13.098489,  -2.23877, -2650  ","  2, -226909,   66772, -209, 3716,  436,  2.106834, -3.498291, -4077  "
"2015-05-14 04:20:00",26579,13.54,-3.859,"",""," 51,  236913, -111585, 9999, 9999, 9999, 20.301473, -0.394043,  -279  "," 64, -174568,  207263, 9999, 9999, 9999, 13.093431, -2.258057, -2646  ","  2, -226976,   66830, -210, 3722,  438,  2.109413, -3.537598, -4081  "
"2015-05-14 04:30:00",26580,13.55,-4.008,"",""," 51,  236926, -111624, 9999, 9999, 9999, 20.306638,  -0.41333,  -279  "," 64, -174564,  207270, 9999, 9999, 9999, 13.091369, -2.258057, -2650  ","  2, -226910,   66810, -208, 3719,  436,  2.106215, -3.517822, -4077  "
"2015-05-14 04:40:00",26581,13.55,-4.139,"",""," 51,  236973, -111646, 9999, 9999, 9999,  20.31075,  -0.41333,  -266  "," 64, -174558,  207289, 9999, 9999, 9999, 13.089509, -2.258057, -2641  ","  2, -226978,   66818, -211, 3718,  437,  2.111505, -3.498291, -4073  "
"2015-05-14 04:50:00",26582,13.55,-4.245,"",""," 51,  236955, -111608, 9999, 9999, 9999, 20.308313, -0.394043,  -257  "," 64, -174520,  207291, 9999, 9999, 9999, 13.083204, -2.258057, -2646  ","  2, -226961,   66846, -212, 3719,  440,  2.108757, -3.517822, -4077  "
"2015-05-14 05:00:00",26583,13.55,-4.333,"",""," 51,  236985, -111613, 9999, 9999, 9999, 20.308248, -0.394043,  -270  "," 64, -174532,  207321, 9999, 9999, 9999, 13.080814, -2.258057, -2641  ","  2, -226954,   66801, -214, 3717,  438,  2.110527, -3.498291, -4077  "
"2015-05-14 05:10:00",26584,13.56,-4.419,"",""," 51,  236961, -111621, 9999, 9999, 9999, 20.311157, -0.432373,  -262  "," 64, -174563,  207285, 9999, 9999, 9999, 13.068176, -2.258057, -2663  ","  2, -226961,   66804, -212, 3721,  437,  2.109701, -3.517822, -4081  "
"2015-05-14 05:20:00",26585,13.56,-4.462,"",""," 51,  236949, -111620, 9999, 9999, 9999, 20.302209, -0.394043,  -270  "," 64, -174562,  207343, 9999, 9999, 9999, 13.061803, -2.258057, -2650  ","  2, -226991,   66792, -211, 3721,  438,  2.106796, -3.517822, -4077  "
"2015-05-14 05:30:00",26586,13.55,-4.528,"","",""," 64, -174583,  207302, 9999, 9999, 9999, 13.056776,  -2.21875, -2646  ","  2, -226915,   66855, -212, 3719,  437,  2.106464, -3.517822, -4077  "
"2015-05-14 05:40:00",26587,13.54,-4.614,"",""," 51,  236989, -111602, 9999, 9999, 9999, 20.309135, -0.432373,  -270  "," 64, -174549,  207351, 9999, 9999, 9999, 13.055524,  -2.23877, -2646  ","  2, -226968,   66863, -210, 3717,  436,  2.108744, -3.537598, -4073  "
"2015-05-14 05:50:00",26588,13.54,-4.722,"",""," 51,  236980, -111632, 9999, 9999, 9999, 20.313821,  -0.41333,  -275  "," 64, -174542,  207352, 9999, 9999, 9999, 13.049255, -2.258057, -2646  ","  2, -226946,   66830, -214, 3717,  436,  2.109034, -3.537598, -4077  "
"2015-05-14 06:00:00",26589,13.54,-4.896,"",""," 51,  236952, -111651, 9999, 9999, 9999, 20.313217, -0.432373,  -270  "," 64, -174638,  207316, 9999, 9999, 9999, 13.043478, -2.258057, -2654  ","  2, -226976,   66864, -210, 3724,  434,  2.107565, -3.537598, -4086  "
"2015-05-14 06:10:00",26590,13.55,-5.09,"",""," 51,  237011, -111673, 9999, 9999, 9999, 20.312776,  -0.41333,  -262  "," 64, -174646,  207364, 9999, 9999, 9999, 13.033878,  -2.23877, -2650  ","  2, -226991,   66866, -211, 3723,  434,  2.108553, -3.556885, -4086  "
"2015-05-14 06:20:00",26591,13.55,-5.33,"",""," 51,  236977, -111655, 9999, 9999, 9999, 20.314451, -0.394043,  -270  "," 64, -174633,  207297, 9999, 9999, 9999,  13.03199, -2.258057, -2646  ","  2, -226984,   66830, -212, 3719,  432,   2.10885, -3.517822, -4081  "
"2015-05-14 06:30:00",26592,13.55,-5.504,"",""," 51,  237009, -111664, 9999, 9999, 9999, 20.313207,  -0.41333,  -262  "," 64, -174604,  207376, 9999, 9999, 9999, 13.025772, -2.258057, -2659  ","  2, -227002,   66858, -211, 3722,  433,  2.108028, -3.537598, -4081  "
"2015-05-14 06:40:00",26593,13.55,-5.678,"",""," 51,  236992, -111673, 9999, 9999, 9999, 20.313737,  -0.41333,  -275  "," 64, -174644,  207408, 9999, 9999, 9999, 13.023757, -2.258057, -2659  ","  2, -226976,   66850, -211, 3720,  431,  2.110537, -3.556885, -4077  "
"2015-05-14 06:50:00",26594,13.55,-5.854,"",""," 51,  237009, -111614, 9999, 9999, 9999, 20.315299, -0.432373,  -270  "," 64, -174610,  207346, 9999, 9999, 9999, 13.019191, -2.258057, -2637  ","  2, -227003,   66855, -211, 3722,  433,  2.108429, -3.498291, -4077  "
